count,id,title,address
1,1758,"Brookline, Brookline, Zion Reseach Library","Zion Research Library, Brookline, Massachussets"
2,1760,"Provo, Brigham Young University","Harold B. Lee Library, Brigham Young University, Provo, Utah, USA"
1,1761,"Adelfia, Private collection Tunzi","Private Collection Dr. Tunzi (Santoro), Adelfia, Italia"
8,1762,"Alezio, Museo Messapico Communale","Museo Messapico Communale, Alezio, Italia"
2,1763,"Andria, Private collection Petroni","Private collection Petroni, Andria, Italia"
25,1764,"Bari, Museo Archeologico Provinciale","Museo Archeologico Provinciale, Bari, Italia"
198,1765,"Brindisi, Museo Archeologico Provinciale","Museo Archeologico Provinciale Fr. Ribezzo, Brindisi, Italia"
56,1766,"Canosa di Puglia, Museo Civico","Museo Civico di Canosa / Museo Comunale, Palazzo Iliceto, Via Trieste e Trento, 16, Canosa di Puglia (Barletta-Andria-Trani, formerly Bari), Italia"
12,1767,"Foggia, Museo Archeologico","Museo Archeologico, Foggia, Italia"
1,1768,"Galatina, Museo Civico","Museo Civico Pietro Cavoti, Galatina, Italia"
5,1769,"Gallipoli, Museo Civico","Museo Civico E. Barba (e Bibliotheca Communale), Gallipoli, Italia"
1,1771,"Manduria, Bibliotheca Comunale","Biblioteca Comunale M. Gatti, Manduria, Italia"
68,1772,"Taranto, Museo Nazionale","Museo Nazionale, Taranto, Italia"
81,1774,"Egnazia, Museo Archeologico Nazionale","Museo Archeologico Nazionale, località Egnazia, Fasano (Brindisi), Italia"
29,1775,"Ruvo di Puglia, Museo Jatta","Museo Archeologico Nazionale Jatta / Palazzo Jatta, Piazza G. Bovio, 35, 70037 Ruvo di Puglia (Bari), Italia"
4,1776,"Lecce, Università, Dipartimento di Beni Culturali","Università del Salento, Dipartimento di Beni Culturali, Lecce, Italia"
144,1777,"Lecce, Museo Archeologico Provinciale","Museo Archeologico Provinciale Sigismondo Castromediano, Lecce, Italia"
10,1778,"Lucera, Museo Civico","Museo Civico Giuseppe Fiorelli, Lucera (Foggia), Italia"
5,1779,"Mesagne, Museo Civico Archeologico","Museo Civico Archeologico Ugo Granafei / Museo Archeologico Comunale, Mesagne (Brindisi), Italia"
2,1780,"Rutigliano, Museo Civico Comunale","Museo Civico Comunale, Rutigliano, Italia"
1,1781,"San Pietro Vernotico, Private collection Marzano","Private collection G. Marzano, San Pietro Vernotico, Italia"
2,1782,"Ugento, Museo Civico","Museo Civico di Archeologia e Paleontologia Salvatore Zecca, Ugento, Italia"
4,1783,"Ugento, Collezione Colosso","Collezione Archeologia Adolfo Colosso, Ugento, Italia"
4,1784,"Vieste, Collezione Civica","Collezione Civica, Vieste, Italia"
1,1786,"Olympia, Museum","Museum of Olympia, Olympia, Hellas"
111,1787,"Pompeii, Soprintendenza Archeologica (Pompei)","Soprintendenza Archeologica di Pompei, Via Villa dei Misteri, 2 - 80045, Pompei (Napoli), Italia"
6,1788,"Barcelona, Museu d’Arqueologia","Museu d’Arqueologia de Catalunya (Archaeological Museum of Catalonia), Passeig de Santa Madrona, 39-41, Parc de Montjuïc, 08038 Barcelona, Spain (España)"
5,1789,"Pittsburgh, Bible Lands' Museum","Pittsburgh Theological Seminary Bible Lands' Museum, Pittsburgh, USA"
2,1790,"Helsinki, Finnish Egyptological Society","Finnish Egyptological Society, Helsinki, Suomi"
1,1791,"Amsterdam, Tropenmuseum","Tropenmuseum, Amsterdam, Nederland"
1,1792,"Marioupol, Gymnasium","gymnasium of Marioupol, Marioupol, Russia"
1,1793,"Charfeh, Patriarchal library","Patriarchal library, Charfeh (Achrafieh), Lebanon (Libanon)"
2,1795,"El-Bawiti, Museum","SCA Museum, El-Bawiti, Bahariya oasis, Egypt"
1,1796,"Bordeaux, Musée d’Armée","Musée d’Armée, Bordeaux, France"
1,1797,"Arles, Musée L'hôtellerie","Musée L'hôtellerie, Arles, France"
1,1798,"Paris, Private collection Blanchet","Private collection A. Blanchet, Paris, France"
16,1799,"Aldborough, Museum","Aldborough Roman Site Museum, Aldborough, Boroughbridge, North Yorkshire, UK - England"
1,1800,"Halifax, Bankfield Museum","Bankfield Museum, Akroyd Park, Boothtown Road, Halifax, UK - England"
3,1801,"Bridgwater, Blake Museum","Friends of Blake Museum, 5 Blake Street, Bridgwater, Somerset, UK - England"
46,1802,"Barnard Castle, Bowes Museum","Bowes Museum, Newgate, Barnard Castle, County Durham, UK - England"
14,1803,"Brecon, Brecknock Museum & Art Gallery","Brecknock Museum & Art Gallery, Captain's Walk, Brecon, Powys, UK - Wales"
21,1804,"Buxton, Museum","Buxton Museum and Art Gallery, Terrace Road, Buxton, Derbyshire, UK - England"
148,1805,"Caerleon, Museum","The National Roman Legion Museum, High Street, Caerleon, Newport, UK - Wales"
1,1806,"Caernarfon, Public Library","Caernarfon Library, Pavilion Hill, Caernarfon, Gwynedd, UK - Wales"
90,1807,"Canterbury, Museum","Canterbury Heritage Museum, Stour Street, Canterbury, Kent, UK - England"
406,1808,"Carlisle, Museum","Tullie House Museum and Art Gallery, Castle Street, Carlisle, Cumbria, UK - England"
9,1809,"Carmarthen, Museum","Carmarthenshire County Museum, The Old Palace, Abergwili, Carmarthen, UK - Wales"
6,1810,"Chedworth, Museum","Chedworth Roman Villa, Yanworth, Chedworth, Gloucestershire, UK - England"
131,1811,"Vindolanda, Museum","Vindolanda (Chesterholm) Museum, Bardon Mill, Hexham, Northumberland, UK - England"
344,1812,"Chester, Grosvenor Museum","Grosvenor Museum, 27 Grosvenor Street, Chester, Cheshire, UK - England"
258,1813,"Chester, Chesters Museum","Chesters Roman Fort and Museum, The Chesters, Hexham, Northumberland, UK - England"
54,1814,"Chichester, District Museum","Chichester District Museum, The Novium, Tower Street, Chichester, West Sussex, UK - England"
1,1815,"Clapham, Public Library","Clapham Library, 91 Clapham High Street, Clapham, Lambeth, UK - England"
191,1816,"Colchester, Museum","Colchster Castle Museum (Colchester and Essex Museum), Castle Park, Colchester, Essex, UK - England"
180,1817,"Corbridge, Museum","Corbridge Roman Town Museum, Corchester Lane, Corbridge, Northumberland, UK - England"
213,1818,"Circencester, Corinium Museum","The Corinium Museum, Park Street, Cirencester, Gloucestershire, UK - England"
2,1819,"Northallerton, County Hall","North Yorkshire County Council, County Hall, Northallerton, North Yorkshire, UK - England"
7,1820,"Skipton, Craven Museum","Craven Museum & Gallery, Town Hall, High Street, Skipton, North Yorkshire, UK - England"
2,1821,"Cricklade, Museum","Cricklade Museum, 16 Calcutt Street, Cricklade, Wiltshire, UK - England"
1,1822,"Grantham, Duke of Rutland's private collection","Duke of Rutland's private collection, Belvoir Castle, Grantham, Leicestershire, UK - England"
22,1823,"Dumfries, Burgh Museum","Dumfries Burgh Museum and Observatory, Church Street, Dumfries, Maxwelltown, UK - Scotland"
321,1824,"Gloucester, City Museum","Gloucester City Museum and Art Gallery, Brunswick Road, Gloucester, Gloucestershire, UK - England"
2,1825,"Gloucester, Grantham Museum","Grantham Museum, St Peter's Hill, Grantham, Lincolnshire, UK - England"
16,1826,"London, Guildhall Museum","Guildhall Museum, Guildhall Art Gallery and London's Roman Amphiteatre, Guildhall Yard, London, UK - England"
5,1827,"Hereford, City Museum","Hereford Museum and Art Gallery, Broad Street, Hereford, Herefordshire, UK - England"
27,1828,"Hexham, Housesteads Museum","Housesteads Roman Fort Museum, Haydon Bridge, Hexham, Northumberland, UK - England"
19,1829,"Hull, Museum","Hull and East Riding Museum, Hull City Council, 36 High Street, Hull, East Riding of Yorkshire, UK - England"
14,1830,"Ilkley, Museum","Manor House Museum, Castle Yard, Ilkley, West Yorkshire, UK - England"
3,1831,"Aldborough, Private collection Lawson-Tancred","Aldborough Manor, Boroughbridge, North Yorkshire, UK - England"
1,1832,"Kingston, Museum","Kingston Museum and Heritage Service, Wheatfield Way, Kingston upon Thames, Greater London, UK - England"
1,1833,"Lancaster, Castle","Lancaster Castle, The Shire Hall, Castle Parade, Lancaster, Lancashire, UK - England"
24,1834,"Lancaster, Museum","Lancaster City Museum, Market Square, Lancaster, Lancashire, UK - England"
9,1835,"Lanercost, Priory","Lanercost Priory, Lanercost, Cumbria, UK - England"
77,1836,"Leicester, Museum","Jewry Wall and Archeology Museum, St. Nicholas Circle, Leicester, UK - England"
20,1837,"Lechworth, Museum","Letchworth Museum, Broadway, Letchworth Garden City, Letchworth, Hertfordshire, UK - England"
2,1838,"Lewes, Museum","Barbican House Museum, 169, High Street, Lewes, Sussex, UK - England"
79,1839,"Lincoln, Collection, Art and Archaeology","The Collection, Art and Archaeology in Lincolnshire, (formerly Lincoln City and County Museum), Danes Terrace, Lincoln, Lincolnshire, UK - England"
8,1840,"Llandrindod Wells, Radnorshire Museum","Radnorshire Museum, Temple Steet, Llandrindod Wells, Powys, UK - Wales"
428,1841,"London, Museum of London","Museum of London (formerly London Museum), 150 London Wall, London, UK - England"
17,1842,"Lowther, Museum","Lowther Castle & Gardens Trust, Lowther Castle, Penrith, Cumbria, UK - England"
23,1843,"Malton, Museum","Malton Museum, The Old Town Hall Market Place,, Malton, North Yorkshire, UK - England"
12,1844,"Port Talbot, Margam Abbey Museum","Margam Abbey and Stones Museum, Margam, Port Talbot, UK - Wales"
265,1845,"Cardiff, National Museum","National Museum of Wales, Cathays Park, Cardiff, UK - Wales"
2,1846,"Burrow-with-Burrow, Burrow Hall","Burrow Hall, Burrow-with-Burrow, Lancashire, UK - England"
3,1847,"Artheret, Netherby Hall","Netherby Hall, Drury Lane, Artheret, Cumbria, UK - England"
2,1848,"Ilkley, Denton Hall","Denton Hall, Ilkley, West Yorkshire, UK - England"
25,1849,"Newport, Museum","Newport Museum & Art Gallery, John Frost Square, Newport, South Wales, UK - Wales"
1,1850,"Abergavenny, Museum","Abergavenny Museum, The Castle, Castle Street, Abergavenny, Monmouthshire, UK - England"
1,1851,"Penrith, Museum","Penrith and Eden Museum, Robinson's School, Middlegate, Penrith, Cumbria, UK - England"
6,1852,"Peterborough, Museum","Peterborough Museum, Priestgate, Peterborough, Cambridgeshire, UK - England"
1,1853,"Piercebridge, Museum","Piercebridge Roman Fort, Piercebridge, Durham, UK - England"
2,1854,"Pontefract, Museum","Pontefract Museum, 5 Salter Row, Pontefract, West Yorkshire, UK - England"
5,1855,"Prestatyn, Museum","Prestatyn Museum, Prestatyn, Denbighshire, UK - Wales"
1,1856,"Manchester, Queen's Park Museum","Queen's Park Museum, Harpurhey, Manchester, UK - England"
9,1857,"London, Royal Hospital Museum","Royal Hospital Museum, Royal Hospital Chelsea, Royal Hospital Road,, London, UK - England"
15,1858,"Llandudno, Rapollo House Museum","Rapollo House Museum, Chardon House, 17–19 Gloddaeth Street, Llandudno, UK - Wales"
27,1859,"Ribchester, Museum","Ribchester Roman Museum, Riverside, Ribchester, Lancashire, UK - England"
20,1860,"Sandwich, Richborough Museum","Richborough Roman Fort and Amphiteatre, Off Richborough Road, Sandwich, Kent, UK - England"
10,1861,"Grangebellew, Rokeby Hall","Rokeby Hall, Grangebellew, UK - Ireland"
28,1863,"Rotherham, Clifton Park Museum","Clifton Park Museum, Clifton Lane, Rotherham, South Yorkshire, UK - England"
47,1864,"Shrewsbury, Shrewsbury Museum & Art Gallery","Shrewsbury Museum & Art Gallery, (formerly Rowley's House Museum), Barker Street, Shrewsbury, UK - England"
80,1865,"South Shields, Museum","South Shields Museum and Art Gallery, Ocean Road,, South Shields, South Tyneside, UK - England"
26,1866,"Caernarfon, Segontium Museum","Segontium Museum, Caernarfon, Beddgelert Road, Caernarfon, Gwynedd, UK - Wales"
11,1867,"London, Society of Antiquaries","Society of Antiquaries, Burlington House, Piccadilly, London, Greater London, UK - England"
1,1868,"Newcastle upon Tyne, Society of Antiquaries","Society of Antiquaries, The Black Gate, Castle Garth, Newcastle upon Tyne, Tyne and Wear, UK - England"
1,1869,"Canterbury, St. Augustine's Missionary College Museum","St. Augustine's Missionary College Museum, Canterbury, Kent, UK - England"
1,1870,"Lampeter, St. David's College Library","St. David's College Library, Lampeter, Ceredigion, UK - Xales"
7,1871,"Stroud, Museum","Museum in the Park, Stratford Park, Stratford Road, Stroud, Gloucestershire, UK - England"
19,1872,"Taunton, Museum","The Museum of Somerset, Taunton Castle, Castle Green, Taunton, Somerset, UK - England"
103,1873,"Huddersfield, Tolson Memorial Museum","Tolson Memorial Museum, Ravensknowle Park, Wakefield Road, Huddersfield, West Yorkshire, UK - England"
3,1874,"Southampton, Tudor House Museum","Tudor House Museum and Garden, Bugle Street, Southampton, South East England, UK - England"
126,1875,"Saint Albans, Verulamium Museum","Verulamium Museum, Saint Michael's Street, Saint Albans, Hertfordshire, UK - England"
1,1876,"Glossop, Victoria Hall","Victoria Hall, Glossop, Derbyshire, UK - England"
1,1877,"Worcester, Victoria Institute","Victoria Institute, Sansome Walk, Worcester, Worcestershire, UK - England"
17,1878,"Winchester, City Museum","Winchester City Museum, The Square, Winchester, Hants, UK - England"
5,1879,"Wroxeter, Museum","Wroxeter Museum - Wroxeter Roman City, Wroxeter, Shropshire, UK - England"
1,1880,"Yeovil, Museum","Museum of South Somerset, Yeovil, South Somerset, UK - England"
333,1881,"York, Yorkshire Museum","Yorkshire Museum and Gardens, Museum Street, York, Yorkshire, UK - England"
4,1882,"Lydney, Private collection Lord Bledisloe","Private collection Lord Bledisloe, Lydney Park, Lydney, Gloucestershire, UK - England"
5,1883,"Hever, Private collection Lord Astor","Private collection Lord Astor, Hever Castle and Gardens, Hever, Kent (near Edenbridge), UK - England"
1,1884,"Rochester, Private collection Lord Redesdale","Private collection Lord Redesdale, Rochester, Kent, UK - England"
50,1885,"Warwick, Warwickshire Museum","Market Hall Museum (Warwickshire Museum), Market Place, Warwick, Warwickshire, UK - England"
20,1886,"Wall, Museum","Letocetum Roman Baths and Museum, Watling Street, Wall, Staffordshire, UK - England"
1,1887,"Corbridge, Viney Museum","Charity of Hoseph Viney for Museum, Corbridge, Northumberland, UK - England"
142,1888,"Newcastle upon Tyne, Museum of Antiquities","Museum of Antiquities (now part of the Great North Museum), Claremont Road, Newcastle upon Tyne, Tyne and Wear, UK - England"
56,1889,"Maryport, Netherhall Collection","Netherhall Collection (Private collection Lord John Senhouse), Maryport, Cumbria, UK - England"
214,1890,"Newcastle upon Tyne, Black Gate Museum","Black Gate Museum, The Black Gate, Castle Garth, Newcastle upon Tyne, Tyne and Wear, UK - England"
1,1891,"Harrisonburg, Madison Art Collection","Arts Collection, James Madison University, Harrisonburg, Virginia 22807, USA"
94,1892,"Prague, Oriental Institute","Oriental Institute, Pod vodarenskou vezi 4, CZ - 182 08 Praha 8, Czech Republic"
14,1893,"Granada, Bibliotheca de la Universidad","Bibliotheca de la Universidad de Granada, Bibliotheca del Hospital Real, Cuesta del Hospicio, E 18071 Granada, Spain"
4,1894,"Tudela, Cathedral","Archivio de la Catedral de Tudela, PALACIO DECANAL, 31500 Tudela, España, Spain"
1,1895,"Toledo, Santo Domingo","Monasterio de Santo Domingo de Silos el Antiguo, Toledo, Spain"
1,1896,"Zaragoza, La Seo Cathedral","La Seo Cathedral, Archivo, Zaragoza, Spain"
3,1897,"Granada, Cathdral","Cathedral of Granada, Archivo, Granada, Spain"
2,1898,"Toledo, San Clemente","Monasterio de las Bernadas de San Clemente, Toledo, Spain"
4,1899,"Cairo, Private collection Fakhri","Private collection Dr. Ahmed Fakhry, Cairo?, Egypt"
1,1900,"Paris, Private collection Gascou","Private collection Jean Gascou, Paris, France"
2,1901,"Cairo, Private collection Séoudi","Private collection Mohammed Aly Bey Séoudi, Cairo, Heliopolis, Egypt"
1,1902,"Naples, Private collection Andrea de Jorio","Private collection Andrea de Jorio, Napoli, Italia"
3,1903,"Agnone, Archeoclub","Deposito Comunale, Corso Garibaldi, Agnone, Italia"
3,1904,"Alvito, Private collection Graziani","Collection Graziani, Alvito, Italia"
61,1905,"Ancona, Museo Archeologico Nazionale","Museo Archeologico Nazionale delle Marche, Via G. Ferretti 6, 60121 Ancona, Italia"
1,1906,"Aquino, Museo della Città","Museo della Città, Via Latina Antica, 03031 Aquino, Italia"
2,1907,"Ascoli, Museo Civico","Museo dell’Arte Ceramica, Piazza San Tommaso, 63100 Ascoli Piceno, Italia"
1,1908,"Assisi, Private collection Ranaldi","Private collection Dott. Ezio Ranaldi, Garden Villa Berkeley, Assisi (Perugia), Italia"
1,1909,"Assisi, Museo Civico","Museo Civico e Foro Romano, Via Portica, 2, Assisi (Perugia), Italia"
1,1910,"Assisi, Private collection Stratta-Venanzi","Private collection Stratta-Venanzi, Assisi (Perugia), Italia"
20,1911,"Avella, Soprintendenza Archeologica (Avellino, Benevento, Salerno)","Soprintendenza Archeologica per le province di Avellino, Benevento, Salerno, Avella [Abella], Italia"
10,1912,"Avellino, Soprintendenza Archeologica (Avellino, Benevento, Salerno)","Soprintendenza Archeologica per le province di Avellino, Benevento, Salerno, Avellino, Italia"
18,1913,"Salerno, Soprintendenza Archeologica (Avellino, Benevento, Salerno, Caserta)","Soprintendenza per i Beni Archeologi di Salerno, Avellino, Benevento e Caserta, Via Trotula de Ruggiero 6/7, 84121 Salerno, Italia"
37,1914,"Avellino, Museo Provinciale Irpino","Museo Provinciale Irpino, Corso Europa Complesso Culturale, 83100 Avellino, Italia"
97,1915,"Benevento, Museo del Sannio","Museo del Sannio, Piazza Matteotti, 82100 Benevento, Italia"
2,1916,"Bevagna, Museo Civico","Museo Civico, Corso G. Matteotti 70, 06031 Bevagna, Italia"
1,1917,"Boiano, Collecion Bernardo","Collection Dr. Angelo Bernardo, Boiano, Italia"
1,1918,"Boscoreale, Biblioteca comunale","Biblioteca comunale Francesco Cangemi, Piazza Pace, 36, 80041 Boscoreale, Italia"
292,1919,"Campobasso, Soprintendenza Archeologica per il Molise","Soprintendenza per i Beni Archeologici del Molise, Campobasso, Italia"
353,1920,"Capua, Museo Provinciale Campano","Museo Provinciale Campano, Via Roma, 68, 81043 Capua Caserta, Italia"
2,1921,"Naples, Private collection Carafa","Private collection Diomede Carafa, Napoli, Italia"
3,1922,"Cassino, Museo Archeologico Nazionale","Museo Archeologico Nazionale, Via di Montecassino, 03043 Cassino, Italia"
6,1923,"Castel di Sangro, Museo Civico Aufidenate","Museo Civico Aufidenate / Museo Comunale, Contrada Maddalena, Castel di Sangro (L'Aquila), Italia"
22,1924,"Castellammare di Stabia, Antiquarium","Antiquarium Stabiano, Marco Mario, 24, Castellammare di Stabia, Italia"
154,1925,"Catania, Museo Civico","Museo Civico Castello Ursino, Piazza Federico II di Svevia, 95121 Catania, Italia"
3,1926,"Catanzaro, Museo Provinciale","Museo Provinciale, Piazzale Trieste, Catanzaro, Italia"
129,1927,"Chieti, Museo Nazionale Archeologico","Museo Nazionale Archeologico, Villa Comunale, 2, Chieti, Italia"
16,1928,"Chieti, Soprintendenza Archeologico per l’Abruzzo","Soprintendenza Archeologico per l’Abruzzo, Chieti, Italia"
17,1929,"Boiano, Private collection Chiovitti","Chiovitti collection, Boiano, Italia"
3,1930,"Chiusi, Museo Archeologico Nazionale","Museo Archeologico Nazionale, Via Porsenna, 93, 53043 Chiusi, Italia"
4,1931,"Colfiorito, Museo Archeologico","Museo Archeologico Colfiorito (MAC), via Plestia, Colfiorito, Italia"
1,1932,"Vibo Valentia, Private collection Pignatari","Private collection of Sig. Abbate Pignatari, Vibo Valentia, Italia"
26,1933,"Corfinio, Museo Antonio de Nino","Museo Civico Archeologico Antonio de Nino [Museo San Pelino], Via del Liceo, 2, 67030 Corfinio, Italia"
1,1934,"Crotone, Museo Archeologico Nazionale","Museo Archeologico Nazionale, Via Risorgimento, 121, 88900 Crotone, Italia"
2,1935,"Italy, Private collection Grillo","Private collection D. Grillo, location unknown, Italia"
5,1936,"Roccarainola, Private collection Domenico Capolongo","Private collection Domenico Capolongo, Roccarainola (Napoli), Italia"
1,1937,"Italy, Private collection Domenico Mustilli","Private collection Domenico Mustilli, location unknown, Italia"
1,1938,"Italy, Private collection Francesco Panella","Private collection Dr. Francesco Panella, location unknown, Italia"
1,1939,"Italy, Private collection Ermenegildo de Nunzio","Private collection Ermenegildo de Nunzio, location unknown, Italia"
1,1940,"Italy, Private collection Daniele","Private collection F. Daniele, location unknown, Italia"
2,1941,"Fara in Sabina, Museo Archeologico","Museo Civico Archeologico, Fara in Sabina, Italia"
2,1942,"Foligno, Museo Archeologico","Museo Civico Archeologico - Palazzo Trinci, Piazza della Repubblica, 06034 Foligno, Italia"
38,1943,"Frankfurt, Archäologisches Museum","Archäologisches Museum Frankfurt, Karmelitergasse 1, 60311 Frankfurt am Main, Deutschland"
1,1944,"Italy, Private collection Nott","Private collection G.F. Nott, Italia"
1,1945,"Italy, Private collection Giuseppina Severini-Paradisi","Private collection Giuseppina Severini-Paradisi, Italia"
1,1946,"Avella, Gruppo Archeologico","Gruppo Archeologico Avellano, Corso Vittorio Emanuele 34, Casella Postale 32, 83021 Avella, Italia"
1,1947,"Gualdo Tadino, Museo Civico","Museo Civico Rocca Flea, Via Della Rocca 06023, Gualdo Tadino, Italia"
2,1948,"Gubbio, Museo del Palazzo dei Consoli","Museo Civico di Palazzo dei Consoli, Piazza Grande, Gubbio, Italia"
2,1949,"Lacco Ameno, Museo Archeologica","Museo Archeologico di Pithecusae, Corso Angelo Rizzoli, 80076 Lacco Ameno, Ischia, Italia"
1,1950,"Italy, Private collection Saulini","Private collection L. Saulini, Italia"
16,1951,"L’Aquila, Museo Nazionale dell’Abruzzo","Museo Nazionale dell’Abruzzo, Viale Benedetto Croce, 67100 L'Aquila, Italia"
1,1952,"Lipari, Museo Archeologico","Museo Archeologico Eoliano, Via Castello, 2, 98055 Lipari (Messina), Italia"
7,1953,"Maddaloni, Museo Archeologico di Calatia","Museo Archeologico di Calatia, Casino dei Duchi Carafa della Stadera - via Caudina 313, 81024 Maddaloni, Italia"
1,1954,"Maddaloni, Museo Civico","Museo Civico, Via Nino Bixio 197, Maddaloni, Italia"
27,1955,"Matera, Soprintendenza Archeologica (Basilicata)","Soprintendenza Archeologica per la Basilicata, Matera, Italia"
1,1956,"Policoro, Soprintendenza Archeologica (Basilicata)","Soprintendenza Archeologica per la Basilicata, Policoro, Italia"
34,1957,"Potenza, Soprintendenza Archeologica (Basilicata)","Soprintendenza Archeologica per la Basilicata, Potenza, Italia"
28,1958,"Pietrabbondante, Soprintendenza Archeologica per il Molise","Soprintendenza per i Beni Archeologici del Molise, Pietrabbondante, Italia, , Address not found. Central location: Via A. Chiarizia, 14, 86100 Campobasso?"
27,1959,"Messina, Museo Regionale","Museo Regionale, Viale della Libertà, 465, 98121 Messina, Italia"
2,1960,"Messina, Private collecton Pogwisch","Private collecton Pogwisch, Messina, Italia"
1,1961,"Metaponto, Museo Nazionale","Museo Archeologica Nazionale, Via Aristea, 21- località Metaponto, 75012 Bernalda, Italia"
1,1962,"Milan, Museo Poldi Pezzoli","Museo Poldi Pezzoli, Via Manzoni 12, 20121 Milano, Italia"
6,1963,"Monasterace, Antiquarium","Antiquarium dell'Antica Caulonia, Contrada Runci, 89040 Monasterace Marina (Reggio Calabria), Italia"
1,1964,"Cassino, Antiquarium dell'Abazia","Museo Storico Artistico dell’Abbazia di Montecassino, via Montecassino, 03043 Cassino, Italia"
13,1965,"Muro Lucano, Museo Nazionale","Museo Nazionale, Via Seminario, 6, 85054 Muro Lucano, Italia"
78,1966,"Baia, Museo Archeologico dei Campi Flegrei","Museo Archeologico dei Campi Flegrei, via Castello, 39 - Baia, 80070 Bacoli, Italia"
1,1967,"Maddalena, Museo Diocesano","Museo Diocesano della Isola della Maddalena, Via Baron Manno, 07024 La Maddalena, Italia"
9,1968,"Nola, Museo Storico Archeologico","Museo Storico Archeologico, Via Senatore Cocozza, 1, 80035 Nola, Italia"
1,1969,"Penne, Museo Archeologico","Museo Archeologico, Piazza Duomo, 7, 65017 Penne (Pescara), Italia"
1,1970,"Naples, Museo di San Lorenzo Maggiore","Museo di San Lorenzo Maggiore, Piazza San Gaetano, 316, Napoli, Italia"
9,1971,"Nocera Inferiore, Museo dell'Agro Nocerino","Museo Archeologico dell'Agro Nocerino, Piazza Sant'Antonio, 13, Nocera Inferiore (Salerno), Italia"
58,1972,"Paestum, Museo Archeologico Nazionale","Museo Archeologico Nazionale, Via Magna Grecia 919, 84047 Paestum, Italia"
7,1973,"Palmi, Museo Calabrese di Etnografia e Folklore","Museo Calabrese di Etnografia e Folklore 'R. Corso' / Museo Civico, Via Felice Battaglia, Casa della Cultura Leonida Rèpaci, 89015 Palmi (Reggio Calabria), Italia"
81,1974,"Perugia, Museo Archeologico Nazionale","Museo Archeologico Nazionale dell’Umbria, Piazza Giordano Bruno, 10, 06121 Perugia, Italia"
110,1975,"Perugia, Soprintendenza per i Beni Archeologici dell'Umbria","Soprintendenza per i Beni Archeologici dell'Umbria, Viale Teatro Romano, Piazza Partigiani, 9, 06121 Perugia, Italia"
157,1976,"Pesaro, Museo Oliveriano","Museo Archeologico Oliveriano - Biblioteca Oliveriana, Via Mazza, 97, 61121 Pesaro, Italia"
2,1977,"Piano di Sorrento, Museo Nazionale","Museo Archeologico della Penisola Sorrentina, Villa Fondi, Via Ripa di Cassano, Piano di Sorrento, Italia"
19,1978,"Piedeimonte Matese, Museo Civico","Museo Civico ex-Alifano o Museo 'Raffaele Marrocco', Piazza San Domenico, 81016 Piedimonte Matese, Italia"
3,1979,"Pontecagnano, Museo Archeologico Nazionale","Museo Archeologico Nazionale di Pontecagnano, Via Lucania, Pontecagnano Faiano, Italia"
20,1980,"Potenza, Museo Archeologico Provinciale","Museo Archeologico Provinciale, Via Ciccotti, Santa Maria, 85100 Potenza, Italia"
2,1981,"Rome, Private collection Prospero Sarti","Private collection of Prospero Sarti, Roma, Italia"
59,1982,"Reggio Calabria, Museo Archeologico Nazionale","Museo Archeologico Nazionale di Reggio Calabria, Piazza Giuseppe de Nava, 26, 89122 Reggio di Calabria, Italia"
2,1983,"Rimini, Museo Civico","Museo della Città, Via L. Tonini, 1, 47921 Rimini, Italia"
2786,1985,"Rome, Museo Nazionale delle Terme","Museo Nazionale Romano - Terme di Diocleziano, Viale Enrico de Nicola, 79, 00185 Roma, Italia"
20,1986,"Rome, Museo Nazionale di Villa Giulia","Museo Nazionale Etrusco di Villa Giulia, Piazzale di Villa Giulia, 9, 00196 Roma, Italia"
72,1987,"Rome, Soprintendenza per i Beni Archeologici del Lazio","Soprintendenza per i Beni Archeologici del Lazio, Via Pompeo Magno, 2, Roma, Italia"
1,1988,"San Clemente a Casauria, Museo dell'Abbazia","Museo dell' Abbazia di San Clemente a Casauria, 65029 Castiglione a Casauria (San Clemente a Casauria), Italia"
146,1989,"Santa Maria Capua Vetere, Museo Archeologico Nazionale","Museo Archeologico dell'Antica Capua, Via Roberto d'Angiò, 48, Santa Maria Capua Vetere, Italia"
92,1990,"Saepinum, Museo Archeologico","Museo Archeologico di Saepinum-Altilia, Località Altilia - teatro romano, Saepinum, Italia"
1,1991,"Saint-Raphaël, Musée archéologique","Musée archéologique de Saint-Raphaël, Parvis de la vieille église, rue des templiers, 83700 Saint-Raphaël, France"
35,1992,"Salerno, Museo Archeologico Provinciale","Museo Archeologico Provinciale, Via S. Benedetto, Salerno, Italia"
4,1993,"San Paolo di Civitate, Museo Civico","Museo di San Paolo di Civitate, Monastero di Sant'Antonio, Largo Municipio, San Paolo di Civitate, Italia"
2,1994,"San Severo, Museo Civico","Museo Alto Tavoliere, Piazza San Francesco, 48, 71016 San Severo, Italia"
3,1995,"Sibari, Museo Nazionale Archeologico","Museo Nazionale Archeologico della Sibaritide, Fraz. Sibari – Loc. Casa Bianca, 87011 - Cassano allo Ionio, Italia"
1,1996,"Reggio di Calabria, Soprintendenza per i Beni Archeologici della Calabria","Soprintendenza per i Beni Archeologici della Calabria, Piazza De Nava, 26, 89122 Reggio di Calabria, Italia"
